697.294647,468.994703,7.579,7.792
699.734140,464.722678,7.706,7.850
701.639713,460.086335,7.831,7.690
703.301720,455.321663,7.768,7.661
704.921608,450.580747,7.609,7.725
709.729697,436.393064,7.589,7.683
714.496819,422.172969,7.598,7.627
719.221952,407.930192,7.606,7.570
723.917579,393.680633,7.614,7.514
728.750056,379.487331,7.623,7.457
730.487810,374.811430,7.679,7.421
732.476207,370.257801,7.428,7.094
734.880712,365.910905,6.882,7.202
737.866791,361.855201,6.939,6.673
741.556495,358.245902,6.802,6.872
745.816125,355.655021,7.354,6.803
750.417627,354.783321,7.155,6.997
755.106521,355.727613,7.328,6.553
759.600344,357.940885,6.959,7.113
763.698997,360.907437,6.942,7.476
767.465787,364.308575,7.207,7.269
771.001660,367.886354,7.497,6.904
774.252677,371.626822,7.208,6.959
777.081974,375.655956,7.092,6.926
779.496149,379.975692,7.013,7.027
781.591290,384.509952,7.019,7.210
783.464811,389.181506,7.076,7.188
785.214123,393.913125,7.155,6.999
786.923988,398.637972,7.086,7.024
791.846339,412.775761,7.032,6.909
796.229370,427.089702,6.888,6.810
799.961591,441.628088,6.806,6.974
803.010281,456.331590,6.922,6.822
805.347277,471.143986,7.067,6.727
806.980350,486.037823,6.966,6.752
807.935143,500.999959,6.841,6.736
808.107127,506.000261,6.876,6.685
808.195187,511.004222,6.892,6.755
808.150042,516.003248,6.813,6.775
807.915393,520.988533,6.705,6.743
807.437106,525.961450,6.746,6.548
806.661565,530.928599,6.618,6.661
805.469085,535.818882,6.659,6.702
803.625379,540.426312,6.742,6.597
800.962730,544.582376,7.045,6.402
797.745121,548.400420,6.890,6.737
794.336936,552.066975,6.790,7.044
790.839278,555.638462,6.629,7.008
787.263542,559.126965,6.785,6.733
783.621049,562.544532,6.981,6.493
779.923119,565.903207,7.006,6.526
757.195582,585.482823,7.154,6.723
734.441199,605.036449,7.301,6.920
711.705791,624.609959,7.449,7.117
688.954855,644.165871,7.596,7.314
666.193692,663.710263,7.744,7.511
643.427932,683.249569,7.892,7.708
620.663206,702.790226,8.039,7.905
597.905145,722.338669,8.187,8.103
575.158874,741.900752,8.335,8.300
552.422476,761.474199,8.482,8.497
529.688864,781.050764,8.630,8.694
506.950830,800.622064,8.778,8.891
484.201166,820.179714,8.426,8.466
461.432665,839.715332,7.405,7.207
438.638075,859.220479,6.974,6.782
415.809044,878.685377,6.986,6.768
392.936080,898.098855,6.999,6.754
370.012116,917.452594,7.011,6.740
347.116096,936.839335,7.023,6.727
324.296269,956.314408,7.036,6.713
316.596207,962.694605,7.040,6.708
308.788607,968.946860,6.990,6.671
300.647916,974.682049,7.070,6.581
291.536499,978.707234,6.905,6.840
281.942809,981.599982,6.751,6.781
272.164194,983.631280,6.702,6.582
262.213445,984.623874,6.935,6.930
252.234600,984.544531,6.762,6.776
242.336372,983.219246,6.871,6.509
232.720341,980.435387,6.555,6.786
223.900974,975.879448,6.678,6.269
216.434488,969.317760,6.529,6.587
210.742639,961.118129,6.471,6.745
207.173991,951.867159,6.850,6.453
205.452601,942.048002,6.906,6.648
204.629188,932.030071,6.894,6.674
204.012505,922.047553,6.882,6.701
203.447116,912.096671,6.870,6.727
202.835029,902.148136,6.858,6.753
202.078255,892.172658,6.847,6.779
201.063435,882.154398,6.858,6.915
199.501634,872.231174,6.561,6.932
196.992091,862.638667,6.621,6.748
193.132250,853.614134,6.777,6.468
187.519700,845.394836,6.988,6.515
180.190305,838.236015,6.427,7.053
172.255643,832.429357,6.629,7.066
163.320517,828.167769,6.854,6.698
153.497466,825.735176,6.854,6.760
143.621041,825.490848,6.646,7.279
133.970652,827.557637,6.790,6.766
124.645457,831.575744,7.067,6.892
116.293182,836.937943,6.527,7.242
109.072464,843.570992,7.069,6.627
103.046613,851.470763,6.807,6.652
98.370095,860.381864,6.720,6.594
95.229592,869.960079,6.716,6.587
93.811828,879.861093,6.745,6.587
94.300101,889.742022,6.679,6.859
96.586257,899.382077,6.594,6.993
100.052416,908.773996,6.781,6.814
112.627187,936.025135,6.819,6.617
125.188074,963.273459,6.670,6.458
137.553200,990.602279,6.521,6.298
150.088096,1017.869049,6.114,6.324
154.438077,1026.877591,6.014,6.474
159.052680,1035.730198,6.425,6.592
164.072212,1044.334210,6.457,6.948
169.636982,1052.596963,7.190,6.364
175.832895,1060.456740,6.897,6.522
182.445954,1068.022411,6.548,6.778
189.169935,1075.455110,6.720,7.088
195.947820,1082.769510,7.019,7.126
202.973405,1089.833519,7.110,7.083
210.273447,1096.664400,7.126,7.056
217.568139,1103.547568,7.016,7.075
224.673620,1110.640586,7.148,6.833
232.098440,1117.254328,6.747,7.134
240.486623,1122.539222,7.065,6.961
249.453052,1126.958653,7.095,7.039
258.552288,1131.081527,6.992,7.060
267.843969,1134.801121,7.174,6.984
277.313425,1138.001934,6.731,7.415
286.934292,1140.624085,7.172,7.158
296.674275,1142.767189,7.131,7.193
301.578499,1143.699477,7.111,7.210
331.225670,1148.339729,6.995,7.170
360.936844,1152.579492,6.624,6.860
390.665946,1156.623449,6.252,6.551
420.411348,1160.505684,6.070,6.399
450.171421,1164.260280,5.918,6.273
479.944538,1167.921322,5.766,6.147
509.729072,1171.522842,5.614,6.021
539.524629,1175.068693,5.461,5.894
569.334130,1178.481632,5.492,5.839
599.161042,1181.670953,5.609,5.818
629.006343,1184.622809,5.725,5.796
658.862881,1187.573877,5.842,5.775
668.816037,1188.607106,5.881,5.767
678.769137,1189.682861,5.919,5.760
688.721856,1190.811796,5.958,5.753
698.670958,1191.889322,5.899,6.143
708.601834,1192.360200,5.816,6.633
718.496057,1191.606216,6.159,6.754
728.320222,1189.692113,6.733,6.727
738.030024,1187.188350,7.078,7.057
747.595065,1184.361854,6.812,7.322
757.002919,1181.078880,7.102,7.121
766.223087,1177.202432,7.168,7.116
775.150473,1172.682963,6.781,7.461
783.669642,1167.492242,7.164,7.042
791.720273,1161.602928,7.029,7.257
799.248765,1154.979927,6.939,7.034
805.584998,1147.297187,6.534,6.706
810.261653,1138.479993,6.630,7.195
814.360750,1129.368352,6.779,7.087
818.111095,1120.110576,6.889,6.998
821.595531,1110.743038,6.892,6.967
824.896900,1101.302108,6.999,6.927
829.666725,1087.074153,7.053,7.007
834.270528,1072.792852,6.872,7.060
838.693759,1058.456940,6.863,7.131
842.921034,1044.064796,7.096,7.226
846.936971,1029.614805,7.046,7.072
850.726187,1015.105348,6.904,6.837
854.273814,1000.535004,6.804,6.846
857.572360,985.905174,6.717,7.019
860.619844,971.219363,6.621,7.230
863.414336,956.481183,6.813,6.943
865.952372,941.695269,6.956,6.739
868.229127,926.867161,6.965,6.762
870.240517,912.002441,6.929,6.842
872.002520,897.106942,6.844,7.002
873.552290,882.186765,6.766,7.177
874.927995,867.248020,6.867,7.199
876.167802,852.296819,6.938,7.170
877.309880,837.339275,6.854,6.882
878.392179,822.381432,6.781,6.647
879.440901,807.425725,6.770,6.686
880.464694,792.469197,6.759,6.725
881.470770,777.508448,6.748,6.764
882.466343,762.540079,6.737,6.803
883.458624,747.560691,6.726,6.842
884.455638,732.567065,6.717,6.881
885.608433,717.587701,6.757,6.910
887.373975,702.718942,6.817,6.663
890.248248,688.065854,6.999,6.459
894.543077,673.724374,6.613,6.927
900.095968,659.766917,6.926,6.764
906.669139,646.262164,6.891,6.826
914.115950,633.283317,6.923,6.812
922.514688,620.882581,7.044,6.984
930.529186,608.244097,6.777,7.138
935.689624,594.155178,6.940,6.985
936.991526,579.290057,6.824,7.015
934.702009,564.505486,6.757,6.926
930.278114,550.168933,7.164,6.909
925.503686,535.953525,7.124,6.938
921.077848,521.638703,7.084,6.967
916.240214,507.399176,6.890,7.152
911.506718,493.176001,7.151,6.972
907.565720,478.787013,7.152,6.958
904.585430,464.044448,7.265,7.156
902.987035,449.072516,7.078,7.027
903.322671,434.129337,7.271,7.050
906.085519,419.478875,7.586,6.851
911.261232,405.431007,7.299,7.123
918.578179,392.318878,7.176,7.240
927.701100,380.401340,7.332,6.910
937.635469,369.140453,6.924,7.112
946.987057,357.515196,6.954,6.824
954.400838,344.568195,6.526,7.099
959.131327,330.300140,6.861,6.805
960.872993,315.403229,6.971,6.946
959.351365,300.578451,6.793,6.818
954.668213,286.411540,6.634,7.249
947.247399,273.389553,6.954,6.872
937.534273,261.974232,6.927,6.872
926.235915,252.104717,6.901,7.185
914.217178,243.223064,6.880,7.466
901.764258,234.934175,7.378,6.888
888.970331,227.067191,7.073,7.243
875.993540,219.543344,6.853,7.281
863.363855,211.600138,7.107,6.951
851.607615,202.327192,6.698,7.426
840.762696,192.047940,7.608,6.773
831.965185,180.015365,7.109,7.135
824.699127,166.862293,6.758,6.836
811.130262,140.092484,6.658,6.534
797.509231,113.373991,6.666,6.551
783.900310,86.631554,6.674,6.569
770.356847,59.858364,6.682,6.586
756.858402,33.064614,6.689,6.604
743.382445,6.260982,6.650,6.607
729.906450,-20.541857,6.599,6.608
716.407885,-47.333227,6.548,6.608
702.864896,-74.102774,6.497,6.609
689.275242,-100.849569,6.500,6.573
675.658957,-127.583380,6.524,6.524
662.037280,-154.314555,6.549,6.474
648.431448,-181.053442,6.573,6.424
634.862698,-207.810388,6.597,6.375
621.352529,-234.595881,6.673,6.411
607.939754,-261.429781,6.940,6.764
594.691050,-288.347024,7.207,7.117
581.665590,-315.378551,7.188,7.346
567.863274,-341.990284,7.057,7.215
553.066239,-368.097610,6.881,6.980
537.838244,-393.949850,6.761,7.068
521.798928,-419.278074,6.957,6.858
505.410870,-444.401142,6.846,6.893
489.256152,-469.720861,6.892,6.888
481.235559,-482.415411,6.915,6.885
472.652502,-494.660212,6.626,7.016
462.904342,-505.981694,6.744,6.750
451.540318,-515.756907,6.536,7.027
438.502326,-523.066725,7.088,6.532
424.297626,-527.907694,6.763,6.925
409.642967,-530.840510,6.744,7.137
394.683113,-531.787771,7.156,6.634
379.802285,-530.241387,6.759,6.907
365.631894,-525.656525,6.771,6.904
352.508764,-518.412256,7.009,6.714
340.702614,-509.091431,6.884,6.939
330.519776,-498.171493,6.676,6.978
322.399195,-485.696548,6.939,6.774
315.850387,-472.157279,6.542,7.105
309.310547,-458.635862,6.864,6.973
302.402796,-445.357115,6.892,6.988
295.161111,-432.253116,7.136,6.598
287.605169,-419.280212,6.568,7.150
279.663725,-406.547865,6.965,6.831
271.271238,-394.150744,7.084,6.574
262.443280,-382.045031,6.752,6.834
253.215937,-370.214816,6.737,7.091
233.730277,-347.396325,7.003,6.885
213.222934,-325.520565,7.393,7.366
192.212056,-304.108636,7.393,7.657
171.223104,-282.659409,7.115,7.523
150.680149,-260.798882,6.955,7.297
130.768759,-238.399899,7.092,6.839
120.952164,-227.030412,7.161,6.610
111.095315,-215.630444,7.229,6.381
99.859060,-206.485309,7.257,6.448
84.900335,-206.937372,7.431,7.378
72.052767,-213.850895,7.561,7.786
61.347745,-224.469482,7.183,7.351
49.476179,-233.583249,6.726,6.872
35.682466,-239.310644,6.742,7.368
20.960970,-238.756939,6.824,7.242
8.100145,-231.295008,6.983,7.177
-5.967357,-217.033509,6.972,6.962
-18.694058,-201.622185,6.742,7.038
-30.054423,-185.228591,6.928,6.994
-39.827017,-167.762623,6.814,6.887
-47.846244,-149.426937,6.794,6.808
-54.014951,-130.467816,6.741,7.015
-58.542439,-110.962967,6.743,6.789
-58.404388,-91.104760,6.453,6.635
-49.114263,-73.536533,6.364,6.648
